,Id,Primary Title,Original Title,Year,Genres,Average Rating,# of Votes
4366,tt7476810,Dead Pigs, Dead Pigs,2018, Comedy&Drama&Family,6.7,1012
4367,tt7478112,Peoples Republic of Desire, Peoples Republic of Desire,2018, Documentary,6.7,424
4368,tt7479718,Love Education, Xiang ai xiang qin,2017, Drama&Music,7.3,871
4369,tt7481246,Old Beast, Old Beast,2017, Drama,6.6,200
4371,tt7488208,Over the Moon, Over the Moon,2020, Adventure&Animation&Comedy,6.4,16137
4372,tt7490280,Shi wan ge leng xiao hua II, Shi wan ge leng xiao hua II,2017, Animation,6.8,78
4375,tt7505208,Once Again, Er ci chu lian,2017, Drama,5.2,16
4377,tt7505500,The Girl Shaman, The Girl Shaman,2016, Comedy&Horror,3.9,7
4378,tt7509586,Explosion, Yin bao zhe,2017, Action&Thriller,5.9,178
4379,tt7510132,The Suspicious, The Suspicious,2014, Mystery&Romance&Thriller,6.0,9
4380,tt7513326,Inmates, Inmates,2017, Documentary,8.6,37
4382,tt7526316,Black Mirror, Shao nu ling yi ri ji,2013, Horror,6.6,28
4383,tt7526328,Silent Mist, Silent Mist,2017, Thriller,6.1,54
4387,tt7529814,Doomed Disaster, Doomed Disaster,2015, Horror,3.8,6
4388,tt7532202,Highway 318, Highway 318,2017, Drama,6.3,22
4392,tt7563926,24th Street, 24th Street,2017, Documentary,7.2,8
4393,tt7571798,Golden Dart Hero, Golden Dart Hero,1987, Action&Adventure,3.9,7
4394,tt7585522,Dark Butterfly, Hei hu di,2017, Romance,7.0,5
4395,tt7585578,In the Fog, Mi zheng,2017, Crime&Thriller,5.0,10
4396,tt7587984,The Knight of Shadows: Between Yin and Yang, Shen tan Pu Song Ling,2019, Action&Adventure&Family,4.9,1307
4398,tt7605074,The Wandering Earth, Liu lang di qiu,2019, Action&Sci-Fi,6.0,27527
4400,tt7611326,Lost in Apocalypse, Mo Shi Ren Jian Dao,2018, Action&Adventure&Horror,5.5,42
4401,tt7616798,A Dogs Way Home, A Dogs Way Home,2019, Adventure&Drama&Family,6.7,15528
4402,tt7616988,Hao han san tiao ban, Hao han san tiao ban,1998, Comedy,4.5,6
4403,tt7618430,The Golden Monk, Xiang mo zhuan,2017, Comedy&Fantasy,4.5,214
4404,tt7619402,Fist & Faith, Fist & Faith,2017, Action,5.8,60
4405,tt7627782,The House That Never Dies: Reawakening, Jing Cheng 81 hao 2,2017, Horror&Thriller,5.1,59
4406,tt7628068,Eternal Wave, Mi zhan,2017, Action&Drama,5.7,87
4407,tt7628080,The Pluto Moment, Ming wang xing shi ke,2018, Drama,6.2,113
4410,tt7638330,The Longest Shot, Zui chang yi qiang,2019, Mystery&Thriller,5.3,53
4411,tt7639412,Heroes Returning to the East, Heroes Returning to the East,1993, Action&Drama&History,5.1,8
4412,tt7645502,Namiya, Jie you za huo dian,2017, Drama&Family&Fantasy,4.9,425
4413,tt7649320,The Looming Storm, Bao xue jiang zhi,2017, Crime,6.5,1482
4415,tt7658426,In Character, In Character,2018, Documentary,6.6,25
4416,tt7658610,The Final Blade, The Final Blade,2018, Action,5.9,350
4417,tt7672188,Two Wrongs Make a Right, Tian sheng bu dui,2017, Comedy&Romance,4.9,58
4418,tt7683896,The Blizzard, The Blizzard,2018, Action&Crime,5.0,41
4421,tt7690110,Yun Jie, Yun Jie,2018, Drama,5.7,9
4422,tt7690558,Mystery Zone: soul Eating Hill, Mystery Zone: soul Eating Hill,2017, Adventure&Horror&Thriller,4.2,12
4423,tt7694546,Beowulf, Beowulf,2018, Action&Drama&Fantasy,6.6,5
4425,tt7708320,Ash, Zhui zong,2017, Crime&Drama&Mystery,6.0,96
4426,tt7722382,Miao miao, Miao miao,1980, Drama,6.2,5
4428,tt7726702,Secret Fruit, Mi Guo,2017, Romance,6.4,57
4429,tt7730204,The Warriors, Yong shì,2016, War,4.9,8
4430,tt7734336,Mr. Big, Mr. Big,2018, Documentary,7.0,27
4431,tt7735492,Battle of Xiangjiang River, Battle of Xiangjiang River,2017, Drama&History&War,5.3,28
4435,tt7743588,Goldbuster, Yao ling ling,2017, Comedy&Fantasy,4.3,208
4436,tt7752454,Detective Chinatown 2, Tang ren jie tan an 2,2018, Action&Comedy&Mystery,6.1,1953
4439,tt7759626,Agent Mr. Chan, Dong du te gong,2018, Comedy&Crime,4.5,409
4441,tt7765572,Qiao qian zhi xi, Qiao qian zhi xi,1994, Comedy,5.0,7
4442,tt7765846,The Old Days in ShangGao, Wo de shang gao,2017, Drama,5.8,5
4444,tt7773340,The Rookies, Su ren te gong,2019, Action,4.1,365
4445,tt7773446,Haunted Road 2, Haunted Road 2,2017, Horror,3.6,54
4447,tt7779524,Zhan Du Xiao, Zhan Du Xiao,2018, Action&Thriller&War,5.9,37
4449,tt7786142,Da dao wang wu, Da dao wang wu,1985, Action,5.2,5
4450,tt7787418,Hanson and the Beast, Er dai yao jing,2017, Comedy&Fantasy&Romance,5.2,417
4454,tt7813256,Du wen, Du wen,1992, Drama&Horror&Sci-Fi,6.6,5
4455,tt7813682,I Dedicate My Youth to You, Wo ba fang hua xian gei ni,2017, Documentary,6.8,12
4456,tt7815620,The Ambiguous Focus, The Ambiguous Focus,2017, Drama&Romance,7.5,72
4457,tt7820502,Where Has the Time Gone?, Where Has the Time Gone?,2017, Drama,5.4,78
4458,tt7822042,The Super Reverend Monk, Tong tian zhang lao,1990, Action&Drama,5.5,6
4459,tt7830888,The Ex-File 3: The Return of The Exes, Qian ren 3: Zai jian qian ren,2017, Comedy&Romance,5.6,401
4461,tt7846140,Underset, Underset,2018, Drama,6.0,6
4463,tt7853798,Seventy-Seven Days, Qi shi qi tian,2017, Adventure&Drama,6.5,75
4464,tt7857158,The Spirit of a Policeman, Jing hun,1994, Action&Drama,5.0,7
4467,tt7867360,Abduction, Abduction,2019, Action&Horror&Sci-Fi,4.8,2132
4468,tt7870578,Girls vs Gangsters, Gui mi 2,2018, Comedy&Drama,3.2,172
4471,tt7877136,Jiabiangou Elegy: Life and Death of the Rightists, Jiabiangou ji shi,2017, Documentary,8.6,17
4473,tt7886614,Cats, Cats and Peachtopia,2018, Adventure&Animation&Comedy,4.9,921
4477,tt7905318,Summer Knight, Summer Knight,2019, Drama,7.2,17
4479,tt7937440,Bodies at Rest, Chen mo de zheng ren,2019, Action&Crime&Mystery,5.6,603
4480,tt7937808,The Strangers in Beijing, Hun zai Bei Jing,1995, Drama,6.9,7
4482,tt7946836,Animal World, Dong wu shi jie,2018, Action&Fantasy&Sci-Fi,6.5,3807
4483,tt7955712,Girls Always Happy, Rou qing shi,2018, Drama,6.0,116
4484,tt7957314,Go Back to China, Go Back to China,2019, Drama,5.9,683
4486,tt7959042,The Ferry Man Manjusaka, The Ferry Man Manjusaka,2018, Fantasy,6.4,56
4487,tt7961082,Wangdraks Rain Boots, Wang Zha de yuxue,2018, N/A,6.5,26
4488,tt7962598,Till The End Of The World, Nan ji jue lian,2018, Adventure&Drama,6.7,313
4491,tt7985270,Open Fire 3D, WANG Leehoms Open Fire Concert Film,2016, Biography&Documentary&Music,6.5,6
4492,tt8002356,Miss Puff, Miss Puff,2018, Romance,3.1,16
4493,tt8005336,Kung Fu Traveler 2, Kung Fu Traveler 2,2017, Action&Fantasy&Sci-Fi,4.9,90
4494,tt8011594,Family of Winners, Family of Winners,2017, Comedy&Drama,5.3,21
4495,tt8020856,The Loser Hero, Fei zi ying xiong lian meng,2018, Action&Comedy&Fantasy,3.0,5
4496,tt8020896,An Elephant Sitting Still, Da xiang xidi erzuo,2018, Drama,7.8,5209
4497,tt8023928,The Hidden Land: Back to No Mans Land in Northern Tibet, The Hidden Land: Back To No Mans Land In Northern Tibet,2018, Documentary,5.2,20
4498,tt8028526,Boonie Bears 5, Xiong chu mei zhi bian xing ji,2018, Animation,5.5,130
4499,tt8028842,Spycies, Spycies,2019, Action&Animation&Comedy,5.5,644
4502,tt8033592,Us and Them, Hou lai de wo men,2018, Drama&Romance,7.4,3114
4505,tt8071308,The Shadow Play, Feng Zhong You Duo Yu Zuo De Yun,2018, Crime&Drama&Mystery,6.6,874
4506,tt8075474,The Undercover Gambler, The Undercover Gambler,2017, Action,7.2,20
4508,tt8083810,When a Peking Family Meets an Aupair, Yang niu dao wo jia,2014, Comedy,4.3,11
4510,tt8089548,Unserious Hero, Unserious Hero,2018, Comedy,4.7,28
4511,tt8090914,The Swordswoman in White, The Swordswoman in White,1992, Action,2.8,6
4512,tt8093306,The Falls, The Falls,2018, Drama,5.4,8
4514,tt8111226,Killer Li Mo, Shashou Li Mo,2017, Action,5.3,11
4516,tt8150238,Vanishing Days, Man you,2018, Drama&Mystery,5.5,46
4518,tt8161726,Crystal Skies of Yesterday, Zuo ri qing kong,2018, Animation&Romance,6.5,168
4520,tt8176578,Flavors of Youth, Si shi qing chun,2018, Animation&Drama&Romance,6.6,5975
4521,tt8180932,The Dark Soul, The Dark Soul,2018, Thriller,6.3,7
4522,tt8185182,Long Days Journey Into Night, Diqiu zuihou de yewan,2018, Drama&Mystery,7.2,6793
4524,tt8209632,Nice to Meet You, Yu jian ni zhen hao,2018, Drama&Romance,5.1,32
4525,tt8223408,Defying Chase, Defying Chase,2018, Action&Comedy,6.5,62
4526,tt8239806,The White Storm 2: Drug Lords, So duk 2: Tin dei duei kuet,2019, Action&Crime,6.0,998
4528,tt8256610,Breeze, Qing feng de wei dao,2018, Family,5.8,6
4530,tt8286508,Sun Flower, Sun Flower,2017, Drama,7.0,7
4531,tt8291232,The Lost Land, Huang Cheng Ji,2017, Comedy&Drama,6.9,42
4533,tt8295224,Feelings to Tell, Gui qu lai xi,2018, Drama,6.8,8
4534,tt8295936,Song at Midnight, Ye Ban Ge Sheng,1985, Drama,6.5,6
4536,tt8306326,The Widowed Witch, Mirrors and Feathers,2017, Drama,6.7,152
4539,tt8319694,Dudes Manual, Tuo Dan Gao Ji,2018, Romance,3.6,85
4540,tt8320654,21 Karat, 21 ke la,2018, Comedy,4.5,68
4542,tt8366766,A or B, Mu Hou Wan Jia,2018, Crime&Drama&Mystery,5.5,264
4543,tt8372656,Life of Zhang Chu, Life of Zhang Chu,2019, Drama,6.0,6
4544,tt8375760,Hong Kong Rescue, Xiang gang da ying jiu,2018, Action,5.7,15
4545,tt8384298,Blue Amber, Blue Amber,2018, Drama,5.8,34
4546,tt8385474,A Dogs Journey, A Dogs Journey,2019, Adventure&Comedy&Drama,7.5,20218
4549,tt8387904,Haunted Dormitory: White Paper Girl, Bai zhi nu sheng,2017, Horror,3.8,6
4550,tt8392146,Vixen, Vixen,2018, Action,6.0,22
4551,tt8395472,Xi xing ping yao, Xi xing ping yao,1991, Adventure,3.7,11
4552,tt8396196,The Home in the Tree, The Home in the Tree,2019, Comedy&Family&Romance,6.7,19
4553,tt8399698,I Am Your Mom, Wo shi ni ma,2018, Comedy&Drama,4.4,29
4554,tt8404272,How Long Will I Love U, Chao shi kong tong ju,2018, Comedy&Fantasy&Romance,6.4,888
4555,tt8411990,The Bittersweet, The Bittersweet,2017, Drama,5.2,106
4556,tt8425414,Looking for Lucky, Looking for Lucky,2018, Comedy&Drama&Family,6.3,6
4557,tt8430326,Kinematics Theory, Yun dong xue gai lun,2018, Romance,6.9,24
4558,tt8434380,Hidden Man, Xie bu ya zheng,2018, Action&Crime&Drama,6.3,1734
4560,tt8443434,Happiness Around the Corner, Happiness Is Coming,2018, Comedy,2.7,10
4561,tt8443556,The Faces of My Gene, Zu zong shi jiu dai,2018, Adventure&Comedy&Fantasy,3.7,108
4563,tt8471480,Return of Wu Kong, Return of Wu Kong,2018, Adventure&Fantasy,8.8,6
4565,tt8489090,Lobster Cop, Long xia jing cha,2018, Comedy&Crime,5.1,149
4568,tt8499638,Saturday Fiction, Saturday Fiction,2019, Drama&History,6.2,344
4573,tt8517640,The Six, The Six,2021, Documentary,8.9,51
4577,tt8529186,Hello Mr. Billionaire, Xi hong shi shou fu,2018, Comedy,6.2,1605
4578,tt8530898,Father and Hero, Father and Hero,2018, Crime&Drama,6.0,6
4580,tt8549902,Oolong Courtyard: KungFu School, Oolong Courtyard,2018, Comedy,5.2,94
4585,tt8586880,The Legend of Zu, Shu Shan Xiang Mo Zhuan,2018, Action,4.0,92
4586,tt8595136,The Red Peony, Hong mu dan,1980, Drama,7.2,5
4587,tt8611064,The Rib, The Rib,2018, Drama,7.0,19
4588,tt8612254,The Secret of Immortal Code, Yi a suo mi ma,2018, Action&Horror&Sci-Fi,5.3,13
4590,tt8618558,The Donor, The Donor,2016, Drama,8.0,5
4591,tt8619856,Invisible Tattoo, Invisible Tattoo,2018, Action,9.2,5
4592,tt8619974,The Way Home 2, The Way Home 2,2016, Horror&Sci-Fi,5.5,22
4593,tt8619980,The Way Home, The Way Home,2015, Horror,6.3,7
4594,tt8620006,Plan Egg, Plan Egg,2017, Adventure&Comedy,3.7,6
4598,tt8647426,Di Renjie Zhi Lun Hui Tu, Di Renjie Zhi Lun Hui Tu,2018, Action,5.7,7
4599,tt8651292,Breathing, Breathing,2016, Crime&Drama&Thriller,7.0,6
4603,tt8674684,Midnight Garage, San geng che ku,2015, Horror,3.6,5
4605,tt8688634,21 Bridges, 21 Bridges,2019, Action&Crime&Thriller,6.6,53323
4606,tt8690024,Breaking the Waves, Breaking the Waves,2014, Drama&Sport,3.6,9
4607,tt8697754,Laozi Went out of Hangu Pass, Laozi Went out of Hangu Pass,2014, History,7.2,5
4609,tt8714508,Pure Land, Pure Land,2018, Drama,7.0,6
4613,tt8734578,To My 19-Year-Old, Gei 19 sui de wo zi ji,2018, Drama&Fantasy&Romance,7.1,74
4614,tt8747304,Suburban Birds, Jiao qu de niao,2018, Drama,6.0,222
4615,tt8747790,A Monks Madness, A Monks Madness,2018, Action,6.4,14
4616,tt8755316,The Island, Yi chu hao xi,2018, Comedy&Drama,6.3,1416
4617,tt8757162,Three Adventures of Brooke, Three Adventures of Brooke,2018, Adventure&Fantasy,6.3,63
4618,tt8761374,Wings Over Everest, Bing feng bao,2019, Action,4.4,187
4619,tt8769226,Kung Food, Mei shi Da mao xian,2018, Animation&Family,5.2,14
4620,tt8774260,Go Brother!, Go Brother!,2018, Comedy&Fantasy,6.4,377
4621,tt8779020,A First Farewell, Di yi ci de li bie,2018, Drama,6.8,126
4622,tt8781980,Snipers Shot, Snipers Shot,2014, Action&Adventure&History,7.1,16
4623,tt8784830,Great Happiness, Ji Le Dian,2020, Drama,6.7,7
4624,tt8784950,In the Blue, Qian lan shen lan,2006, Comedy&Family&Romance,8.2,5
4625,tt8787116,The Unity of Heroes, Huang Fei Hong: Nan bei ying xiong,2018, Action,5.2,359
4626,tt8793220,The Way of the Bug, The Way of the Bug,2018, Comedy,3.9,30
4628,tt8835580,The Maid of the Blind Master (V), Mang shao ye de xiao nu pu,2016, Drama&Romance,5.8,12
4629,tt8835590,Love Hunting, Love Hunting,2016, Drama&Romance,6.7,15
4630,tt8835702,The Imprisoned Love, The Imprisoned Love,2016, Romance,5.8,5
4631,tt8835722,The Love, The Love,2016, Romance,7.5,12
4632,tt8836292,Jinpa, Zhuang si le yi zhi yang,2018, Drama,6.7,598
4634,tt8839502,Shes from Another Planet, Shes From Another Planet,2016, Comedy&Fantasy&Romance,6.9,9
4635,tt8845432,Fat Buddies, Pang zi xing dong dui,2018, Action&Comedy,4.3,145
4636,tt8846198,Baby, Bao Bei Er,2018, Drama,6.1,211
4637,tt8849174,A Postman of Paradise, A Postman of Paradise,2007, Drama,8.2,5
4639,tt8856172,S He, S He,2018, Animation,6.7,64
4642,tt8870694,An Flying Arrow, An Flying Arrow,2016, Action,8.4,9
4643,tt8875366,The Crossing, Guo chun tian,2018, Crime&Drama,6.8,829
4644,tt8893870,iPartment the Movie, Ai qing gong yu,2018, Adventure&Comedy&Fantasy,2.5,103
4645,tt8898112,Baofeng Zhouyu, Baofeng Zhouyu,2005, Documentary,8.3,6
4646,tt8901722,Proud of Me, Proud of Me,2018, Comedy&Family,6.1,22
4648,tt8922832,Last Sunrise, Zui Hou De Ri Chu,2019, Adventure&Drama&Romance,6.4,263
4649,tt8924474,Ying and Bai, Ying and Bai,2002, Documentary,6.0,8
4650,tt8924524,Kindergarten, Kindergarten,2007, Documentary,7.5,17
4651,tt8925102,The Ladybug, The Ladybug,2018, Animation,4.8,133
4652,tt8937972,Uncontrolled Love 2, Uncontrolled Love 2,2016, Drama&Family&Romance,7.5,53
4653,tt8942260,Really?, Really?,2018, Comedy,5.8,24
4654,tt8946050,Wild Swords, Wu Ming Kuang,2019, Action&Drama&Mystery,5.2,24
4656,tt8947632,Linglong Wells, Linglong Wells,2018, Thriller,3.9,10
4659,tt8959680,One Second, Yi miao zhong,2020, Drama&History,7.3,482
4662,tt8983026,The Fragile House, Hai shang cheng shi,2018, Drama,4.2,6
4663,tt9020130,The Road Not Taken, Wei ze zhi lu,2018, Comedy&Crime&Drama,6.5,92
4665,tt9033534,Love in 50 Meters, 50 mi zhi lian,2018, Romance,4.9,27
4666,tt9036926,Cry Me a Sad River, Bei shang ni liu cheng he,2018, Drama&Romance,5.8,211
4668,tt9060288,The Year 1987, The Year 1987,2018, Drama&Romance,6.6,5
4669,tt9061198,The Adjudicator, The Adjudicator,2018, Crime,5.3,6
4670,tt9066236,Tomb Story, Phantom from the Deep,2018, Action,4.3,17
4671,tt9074406,Super Bear, Super Bear,2019, Animation&Family,5.1,95
4673,tt9081510,The Enigma of Arrival, Di da zhi mi,2018, Drama,8.0,56
4677,tt9097170,A Road To Spring, A Road To Spring,2019, Drama,6.0,19
4678,tt9097374,Confucian Dream, Confucian Dream,2019, Documentary&Drama,7.2,17
4679,tt9099176,Our Time Machine, Our Time Machine,2019, Documentary&Drama&Family,7.8,91
4686,tt9140380,Up the Mountain, Huo shan,2018, Documentary,7.6,28
4687,tt9159816,Ala Changso, Ala Changso,2018, Drama,7.0,118
4691,tt9198974,A City Called Macau, Ma Ge shi zuo cheng,2019, Drama,5.7,157
4692,tt9203190,Skyfire, Skyfire,2019, Action&Drama&Thriller,5.3,1669
4695,tt9215778,Demon Catcher, Demon Catcher,2018, Comedy&Fantasy,7.7,7
4696,tt9243442,Te jing dui, Te jing dui,2019, Action,4.2,173
4697,tt9252692,Monster, Monster,2018, Sci-Fi&Thriller,6.8,23
4698,tt9257932,Animal World, Animal World,2018, Comedy&Drama,5.8,5
4699,tt9272138,Out of Crimes, Yun wu long zhao de shan feng,2018, Crime,5.1,16
4701,tt9282616,A Cool Fish, Wu ming zhi bei,2018, Comedy,7.0,1412
4703,tt9288776,White Snake, Bai She: Yuan Qi,2019, Action&Adventure&Animation,7.0,2802
4705,tt9303734,A Final Reunion, A Final Reunion,2018, Drama,7.6,22
4708,tt9348768,Wushu Orphan, Wushu Orphan,2018, Comedy&Drama,6.5,36
4709,tt9349016,Red Flowers and Green Leaves, Red Flowers and Green Leaves,2018, Drama&Family,4.8,8
4711,tt9368628,The New King of Comedy, The New King of Comedy,2019, Comedy&Drama,6.2,1377
4712,tt9372628,Mr. Zombie, Xin jiang shi xian sheng 2,2018, Comedy&Horror,4.0,7
4713,tt9372986,Animal Rescue Squad, Dong wu chu ji,2019, Family&Fantasy&Sci-Fi,5.1,12
4715,tt9382356,Inside The Boys, Inside The Boys,2018, Horror,4.3,10
4716,tt9387300,Girls Love, Girls Love,2016, Romance,6.7,19
4717,tt9387330,I Love You as a Man, Lei si ai qing,2014, Drama&Romance,6.4,11
4718,tt9387518,The Fate of Swordsman, The Fate of Swordsman,2017, Action&Drama,7.2,16
4720,tt9395824,Hold Your Hands, Shi ba dong cun,2017, Drama,7.3,7
4722,tt9407198,Lost in Mobius, Lost in Mobius,2018, Mystery&Thriller,4.9,10
4724,tt9408490,Kill Mobile, Lai dian kuang xiang,2018, Drama,5.6,292
4725,tt9408568,Defended War, Defended War,2019, War,7.2,11
4726,tt9409854,Airpocalypse, Tian qi yu bao,2018, Action&Adventure&Comedy,3.9,104
4729,tt9434008,Strange Battle, Strange Battle,2016, Horror,4.2,5
4730,tt9434778,Chinese Portrait, Chinese Portrait,2018, Documentary,6.4,96
4732,tt9460600,The Kiss Addict, The Kiss Addict,2018, Sci-Fi,5.8,9
4733,tt9460872,Call Heaven to Heaven, Call Heaven to Heaven,2019, Thriller,4.2,8
4734,tt9477132,Snakes, Snakes,2018, Adventure,6.8,20
4735,tt9477338,Detective Dees Hell Road, Detective Dees Hell Road,2018, Adventure,6.4,7
4736,tt9477594,Legends of the Three Kingdoms, Legends of the Three Kingdoms,2018, Action&Romance,4.3,7
4737,tt9479806,Endless Loop, Endless Loop,2018, Crime&Mystery,5.8,77
4738,tt9490414,Mojin: The Worm Valley, Yun nan chong gu,2018, Action&Adventure&Fantasy,4.8,338
4739,tt9496220,Crossing the Border - Zhaoguan, Guo Zhao Guan,2018, Family,7.0,65
4740,tt9496406,The Wind Guardians, Feng yu zhou,2018, Action&Adventure&Animation,7.2,193
4741,tt9496886,Goddesses in the Flames of War, na xie nv ren,2018, War,4.1,13
4742,tt9497076,Uncle and House, he qun lu,2018, Drama,6.4,15
4743,tt9501228,82 Warriors, liu lao zhuang shi ba zhuang shi,2013, War,5.5,6
4745,tt9501772,Male Sorority Director, Nan fu nü zhu ren,1999, Comedy&Drama,6.4,12
4750,tt9552832,Bunshinsaba vs Sadako, Bunshinsaba vs Sadako,2016, Horror,6.4,7
4751,tt9552836,Bunshinsaba vs Sadako 2, Bunshinsaba vs Sadako 2,2017, Horror,6.0,13
4752,tt9567112,A Kid from Coney Island, A Kid from Coney Island,2019, Biography&Documentary&Sport,7.1,423
4755,tt9577760,The Fading Village, The Fading Village,2019, Documentary&Family,7.4,7
4758,tt9585788,Present.Perfect., Wan mei xian zai shi,2019, Documentary,6.7,78
4759,tt9586294,Better Days, Shaonian de ni,2019, Crime&Drama&Family,7.5,5654
4760,tt9596638,The Big Shot, Da ren wu,2019, Action&Crime,5.8,191
4761,tt9597190,Pegasus, Fei chi ren sheng,2019, Comedy&Sport,6.3,1430
4763,tt9608078,Qing Ni Ji Zhu Wo, Qing Ni Ji Zhu Wo,2017, Biography&Drama&Romance,4.6,5
4765,tt9610976,Starups, Starups,2019, N/A,5.1,10
4768,tt9626920,At Two Thirty, At Two Thirty,2019, Horror&Thriller,2.3,18
4769,tt9626928,Autumn Fairy Tale, Autumn Fairy Tale,2019, Drama&Romance,5.1,27
4770,tt9628568,The Cloud in Her Room, Ta fang jian li de yun,2020, Drama,6.5,109
4771,tt9629026,Peppa Celebrates Chinese New Year, Xiao zhu pei qi guo da nian,2019, Animation&Family,3.2,60
4772,tt9635616,The Climbers, Pan deng zhe,2019, Action&Adventure&Drama,5.5,1000
4775,tt9647768,The Wild Goose Lake, Nanfang chezhan de juhui,2019, Crime&Drama,6.8,5485
4776,tt9649372,Self-portrait: Sphinx in 47 KM, Zi Hua Xiang: 47 Gong Li Si Fen Ke Si,2018, Documentary,6.4,7
4779,tt9664198,Meili, Meili,2018, Drama,6.3,28
4780,tt9674226,A Dog Barking at the Moon, A Dog Barking at the Moon,2019, Drama,6.0,142
4781,tt9680630,Jade Dynasty, Zhu xian I,2019, Action&Fantasy&Romance,5.7,1443
4783,tt9685342,A Writers Odyssey, Ci sha xiao shuo jia,2021, Action&Adventure&Crime,6.5,672
4784,tt9690420,Winter After Winter, Dong qu dong you lai,2019, Drama,6.3,24
4785,tt9690762,On the Balcony, Yang tai shang,2019, Drama&Romance,5.5,77
4786,tt9695722,Vanguard, Vanguard,2020, Action&Adventure&Comedy,4.7,3522
4787,tt9698044,The Great Sage Sun Wukong (2019), Qi tian da sheng zhi da nao long gong,2019, Action&Fantasy,7.1,39
4789,tt9725262,Swordsman Nice Kungfu, Swordsman Nice Kungfu,2019, Action,4.2,6
4790,tt9726522,Million Demons City, Monkey King and the City of Demons,2018, Action&Adventure&Comedy,4.6,10
4791,tt9726638,Qi tian da sheng zhi huoyan shan, Qi tian da sheng zhi huoyan shan,2019, Action&Adventure&Comedy,5.2,19
